Motivo Teletrabajo,Provincia Contrato (grupo),Finalizado,Provincia Contrato,Contratos,Anio Fecha Inicio Teletrabajo,Canton Contrato,Estado Teletrabajo,Fecha Consulta,Genero,Mes Fecha Inicio Teletrabajo,Modo Ejecucion,Ruc Empresa
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.03133E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.04908E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90154E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90168E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90169E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90317E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9032E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90324E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90329E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9034E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90359E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90376E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90377E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90383E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90402E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90426E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90433E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90442E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90504E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90017E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90858E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91287E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91327E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92527E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79001E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79001E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7901E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79019E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79125E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7913E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79131E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79131E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79183E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79196E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79221E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79242E+12
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90037E+12
Emergente,AZUAY,Vigente,AZUAY,3,2020,CHORDELEG,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90305E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90005E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90022E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90022E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90089E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90136E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90158E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90159E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90313E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90321E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9033E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9034E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90341E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90379E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90394E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90411E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90453E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90454E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,3.01166E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.02657E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90001E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90083E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79E+12
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7913E+12
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90147E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90159E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90166E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9017E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90309E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9032E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90362E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90393E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90402E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90411E+11
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79084E+12
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79126E+12
Emergente,AZUAY,Vigente,AZUAY,4,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79211E+12
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90005E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90124E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90161E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90311E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90327E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90333E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90335E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90366E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.904E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90403E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90427E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90019E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92613E+11
Emergente,AZUAY,Vigente,AZUAY,5,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79004E+12
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.02676E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90061E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90116E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9015E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90153E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90154E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9016E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90359E+11
Emergente,AZUAY,Vigente,AZUAY,6,2020,GIRON,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9031E+11
Emergente,AZUAY,Vigente,AZUAY,7,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90088E+11
Emergente,AZUAY,Vigente,AZUAY,7,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91731E+11
Emergente,AZUAY,Vigente,AZUAY,7,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90006E+11
Emergente,AZUAY,Vigente,AZUAY,7,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,AZUAY,Vigente,AZUAY,8,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90005E+11
Emergente,AZUAY,Vigente,AZUAY,8,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90379E+11
Emergente,AZUAY,Vigente,AZUAY,8,2020,PAUTE,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90416E+11
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90008E+11
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90028E+11
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9017E+11
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90321E+11
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79001E+12
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79052E+12
Emergente,AZUAY,Vigente,AZUAY,9,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79218E+12
Emergente,AZUAY,Vigente,AZUAY,10,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90054E+11
Emergente,AZUAY,Vigente,AZUAY,10,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90117E+11
Emergente,AZUAY,Vigente,AZUAY,10,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90157E+11
Emergente,AZUAY,Vigente,AZUAY,10,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79005E+12
Emergente,AZUAY,Vigente,AZUAY,10,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79125E+12
Emergente,AZUAY,Vigente,AZUAY,11,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90314E+11
Emergente,AZUAY,Vigente,AZUAY,11,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,3.90011E+11
Emergente,AZUAY,Vigente,AZUAY,13,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90006E+11
Emergente,AZUAY,Vigente,AZUAY,13,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90154E+11
Emergente,AZUAY,Vigente,AZUAY,14,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90329E+11
Emergente,AZUAY,Vigente,AZUAY,15,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90159E+11
Emergente,AZUAY,Vigente,AZUAY,15,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90382E+11
Emergente,AZUAY,Vigente,AZUAY,17,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.6E+11
Emergente,AZUAY,Vigente,AZUAY,17,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90436E+11
Emergente,AZUAY,Vigente,AZUAY,19,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90152E+11
Emergente,AZUAY,Vigente,AZUAY,20,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90317E+11
Emergente,AZUAY,Vigente,AZUAY,20,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79198E+12
Emergente,AZUAY,Vigente,AZUAY,20,2020,GUALACEO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90304E+11
Emergente,AZUAY,Vigente,AZUAY,22,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90122E+11
Emergente,AZUAY,Vigente,AZUAY,22,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90155E+11
Emergente,AZUAY,Vigente,AZUAY,22,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90331E+11
Emergente,AZUAY,Vigente,AZUAY,23,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7903E+12
Emergente,AZUAY,Vigente,AZUAY,24,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90049E+11
Emergente,AZUAY,Vigente,AZUAY,25,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90115E+11
Emergente,AZUAY,Vigente,AZUAY,32,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90375E+11
Emergente,AZUAY,Vigente,AZUAY,42,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90056E+11
Emergente,AZUAY,Vigente,AZUAY,45,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90025E+11
Emergente,AZUAY,Vigente,AZUAY (REGIMEN COSTA),1,2020,CAMILO PONCE ENRIQUEZ,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91758E+11
Emergente,AZUAY,Vigente,AZUAY (REGIMEN COSTA),1,2020,SANTA ISABEL,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9016E+11
Emergente,AZUAY,Vigente,AZUAY (REGIMEN COSTA),2,2020,CAMILO PONCE ENRIQUEZ,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90151E+11
Emergente,AZUAY,Vigente,AZUAY (REGIMEN COSTA),2,2020,SANTA ISABEL,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90302E+11
Emergente,BOLIVAR,Vigente,BOLIVAR,2,2020,GUARANDA,Activo,14/11/2022,Femenino,3,Teletrabajo,2.90003E+11
Emergente,BOLIVAR,Vigente,BOLIVAR,2,2020,GUARANDA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7909E+12
Emergente,BOLIVAR,Vigente,BOLIVAR,6,2020,LAS NAVES,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79205E+12
Emergente,CARCHI,Vigente,CARCHI,1,2020,ESPEJO,Activo,14/11/2022,Femenino,3,Teletrabajo,4.90039E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,MONTUFAR,Activo,14/11/2022,Femenino,3,Teletrabajo,1704841939
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9017E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.00813E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.01228E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.90042E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90006E+11
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79196E+12
Emergente,CARCHI,Vigente,CARCHI,1,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79281E+12
Emergente,CARCHI,Vigente,CARCHI,2,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.00825E+11
Emergente,CARCHI,Vigente,CARCHI,2,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.09008E+12
Emergente,CARCHI,Vigente,CARCHI,2,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79112E+12
Emergente,CARCHI,Vigente,CARCHI,2,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89176E+12
Emergente,CARCHI,Vigente,CARCHI,3,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.91503E+11
Emergente,CARCHI,Vigente,CARCHI,3,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90091E+11
Emergente,CARCHI,Vigente,CARCHI,5,2020,MONTUFAR,Activo,14/11/2022,Femenino,3,Teletrabajo,4.91504E+11
Emergente,CARCHI,Vigente,CARCHI,9,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.90002E+11
Emergente,CARCHI,Vigente,CARCHI,13,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,4.90003E+11
Emergente,CARCHI,Vigente,CARCHI,15,2020,TULC?N,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89015E+12
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90373E+11
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,3.01262E+11
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,3.91017E+11
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90379E+11
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7903E+12
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,CAÐAR,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90379E+11
Emergente,CAÐAR,Vigente,CAÐAR,1,2020,LA TRONCAL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90379E+11
Emergente,CAÐAR,Vigente,CAÐAR,2,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,3.90029E+11
Emergente,CAÐAR,Vigente,CAÐAR,8,2020,CAÐAR,Activo,14/11/2022,Femenino,3,Teletrabajo,3.90029E+11
Emergente,CAÐAR,Vigente,CAÐAR,56,2020,AZOGUES,Activo,14/11/2022,Femenino,3,Teletrabajo,3.91002E+11
Emergente,CAÐAR,Vigente,CAÐAR (REGIMEN COSTA),2,2020,LA TRONCAL,Activo,14/11/2022,Femenino,3,Teletrabajo,1.20343E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,GUANO,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90077E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,3.90019E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.0338E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90014E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90019E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91701E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91711E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.9174E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91754E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.05018E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90248E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91069E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92423E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92527E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.76001E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7903E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79036E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79078E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79117E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79125E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79141E+12
